date,open,high,low,close,volume
2024-03-28,900.0,913.0,891.93,903.56,43129744
2024-03-27,931.12,932.4,891.23,902.5,58606723
2024-03-26,958.51,963.75,925.02,925.61,51364758
2024-03-25,939.41,967.66,935.1,950.02,55213608
2024-03-22,911.41,947.78,908.34,942.89,58671936
2024-03-21,923.0,926.48,904.05,914.35,48037231
2024-03-20,897.97,904.1,882.23,903.72,47906279
2024-03-19,867.0,905.44,850.1,893.98,67217127
2024-03-18,903.88,924.05,870.85,884.55,66897593
2024-03-15,869.3,895.46,862.57,878.37,64208616
2024-03-14,895.77,906.46,866.0,879.44,60231816
2024-03-13,910.55,915.04,884.35,908.88,63571289
2024-03-12,880.49,919.6,861.5,919.13,66807515
2024-03-11,864.29,887.97,841.66,857.74,67836412
2024-03-08,951.38,974.0,865.06,875.28,114226906
2024-03-07,901.58,927.67,896.02,926.69,60811916
2024-03-06,880.22,897.24,870.3,887.0,58252030
2024-03-05,852.7,860.97,834.17,859.64,52063930
2024-03-04,841.3,876.95,837.19,852.37,61561645
2024-03-01,800.0,823.0,794.35,822.79,47913510
2024-02-29,790.94,799.9,783.5,791.12,50728898
2024-02-28,776.2,789.33,771.25,776.63,39311040
2024-02-27,793.81,794.8,771.62,787.01,39170524
2024-02-26,797.0,806.46,785.05,790.92,50397273
2024-02-23,807.9,823.94,775.7,788.17,82938837
2024-02-22,750.25,785.75,742.2,785.38,86509974
2024-02-21,680.06,688.88,662.48,674.72,69029813
2024-02-20,719.47,719.56,677.34,694.52,70483310
2024-02-16,741.0,744.02,725.01,726.13,49532662
2024-02-15,738.69,739.75,724.0,726.58,42012181
2024-02-14,732.02,742.36,719.38,739.0,50491742
2024-02-13,704.0,734.5,696.2,721.28,60258015
2024-02-12,726.0,746.11,712.5,722.48,61371018
2024-02-09,705.33,721.85,702.12,721.33,43663689
2024-02-08,700.74,707.94,694.55,696.41,41442211
2024-02-07,683.19,702.2,676.0,700.99,49557455
2024-02-06,696.3,697.54,663.0,682.23,68311136
2024-02-05,682.25,694.97,672.05,693.32,68007801
2024-02-02,639.74,666.0,636.9,661.6,47657765
2024-02-01,621.0,631.91,616.5,630.27,36914579
2024-01-31,614.4,622.69,607.0,615.27,45379487
2024-01-30,629.0,634.93,622.6,627.74,41073530
2024-01-29,612.32,624.89,609.07,624.65,34873298
2024-01-26,609.6,617.83,605.73,610.31,39030859
2024-01-25,623.5,627.19,608.5,616.17,48277684
2024-01-24,603.04,628.49,599.38,613.62,56027076
2024-01-23,595.7,599.1,585.85,598.73,29465445
2024-01-22,600.49,603.31,590.7,596.54,45295463
2024-01-19,579.89,595.0,572.25,594.91,54350148
2024-01-18,572.6,576.0,561.07,571.07,49165036
2024-01-17,563.47,564.71,547.4,560.53,47439444
2024-01-16,550.18,568.35,549.0,563.82,44957973
2024-01-12,546.2,549.7,543.3,547.1,35299360
2024-01-11,549.99,553.46,535.6,548.22,59675877
2024-01-10,536.16,546.0,534.89,543.5,53379576
2024-01-09,524.01,543.25,516.9,531.4,77310006
2024-01-08,495.12,522.75,494.79,522.53,64250990
2024-01-05,484.62,495.47,483.06,490.97,41503927
2024-01-04,477.67,485.0,475.08,479.98,30653489
2024-01-03,474.85,481.84,473.2,475.69,32089617
2024-01-02,492.44,492.95,475.95,481.68,41125422
2023-12-29,498.13,499.97,487.51,495.22,38929330
2023-12-28,496.43,498.84,494.12,495.22,24658748
2023-12-27,495.11,496.8,490.85,494.17,23364798
2023-12-26,489.68,496.0,489.6,492.79,24419952
2023-12-22,491.95,493.83,484.67,488.3,25250676
2023-12-21,488.11,490.95,484.19,489.9,30042535
2023-12-20,496.55,499.99,480.98,481.11,39789439
2023-12-19,494.24,497.0,488.95,496.04,46444446
2023-12-18,494.0,504.33,491.5,500.77,41258717
2023-12-15,481.94,494.04,481.2,488.9,47994758
2023-12-14,483.9,486.7,474.22,483.5,39123174
2023-12-13,476.29,485.94,476.08,480.88,44779186
2023-12-12,460.46,476.66,460.46,476.57,37238686
2023-12-11,474.91,475.31,458.3,466.27,50972809
2023-12-08,465.95,477.41,465.5,475.06,35922370
2023-12-07,457.0,466.29,456.04,465.96,35082255
2023-12-06,472.15,473.87,454.12,455.03,38058955
2023-12-05,454.66,466.0,452.71,465.66,37171762
2023-12-04,460.77,460.77,450.1,455.1,43754344
2023-12-01,465.25,472.0,461.87,467.65,36931701
2023-11-30,480.24,481.1,464.22,467.7,52624663
2023-11-29,483.79,487.62,478.6,481.4,38200465
2023-11-28,482.36,483.23,474.73,478.21,40149085
2023-11-27,478.0,485.3,476.52,482.42,39566190
2023-11-24,484.7,489.21,477.45,477.76,29464464
2023-11-22,498.52,503.35,476.9,487.16,90064233
2023-11-21,501.26,505.17,492.22,499.44,56574687
2023-11-20,493.12,505.48,491.81,504.09,41614260
2023-11-17,495.24,497.17,490.07,492.98,32589691
2023-11-16,486.79,495.25,483.3,494.8,33975624
2023-11-15,499.35,499.6,482.0,488.88,47549735
2023-11-14,496.8,498.34,490.4,496.56,41695387
2023-11-13,483.2,491.16,480.99,486.2,38413570
2023-11-10,475.0,484.72,472.83,483.35,42244156
2023-11-09,474.67,482.3,467.5,469.5,54049597
2023-11-08,461.0,468.67,459.68,465.74,34671894
2023-11-07,457.19,462.18,451.58,459.55,34316547
2023-11-06,452.85,459.35,448.99,457.51,40073335
2023-11-03,440.2,453.09,437.23,450.05,42460959
2023-11-02,433.28,438.84,428.94,435.06,40917187
2023-11-01,408.84,423.81,408.69,423.25,43759290
2023-10-31,404.5,408.79,392.3,407.8,51796870
2023-10-30,410.87,417.66,404.81,411.61,38802814
2023-10-27,411.3,412.06,400.15,405.0,41678441
2023-10-26,418.53,422.56,398.8,403.26,54100132
2023-10-25,433.98,436.5,415.55,417.79,39837922
2023-10-24,430.77,436.97,426.91,436.63,40146337
2023-10-23,412.29,432.48,409.45,429.75,47853049
2023-10-20,418.9,424.7,410.78,413.87,47726605
2023-10-19,428.11,432.97,418.82,421.01,50123308
2023-10-18,425.91,432.19,418.25,421.96,62729434
2023-10-17,440.0,447.54,424.8,439.38,81233267
2023-10-16,450.63,462.25,449.12,460.95,37509924
2023-10-13,469.6,471.16,452.8,454.61,47542599
2023-10-12,467.77,476.09,463.3,469.45,48132500
2023-10-11,461.96,468.59,460.5,468.06,37813689
2023-10-10,453.1,462.59,450.88,457.98,36858208
2023-10-09,448.42,456.05,443.68,452.73,40967472
2023-10-06,441.93,457.89,440.26,457.62,43443602
2023-10-05,440.5,449.0,438.88,446.88,39348309
2023-10-04,437.42,441.43,432.92,440.41,36182086
2023-10-03,448.08,451.3,432.46,435.17,47084954
2023-10-02,440.3,451.75,438.61,447.82,43329821
2023-09-29,438.27,441.44,433.07,434.99,39782993
2023-09-28,424.6,434.46,421.15,430.89,42466279
2023-09-27,423.3,428.72,416.29,424.68,44493520
2023-09-26,420.01,428.2,416.55,419.11,40228209
2023-09-25,415.91,425.36,411.77,422.22,41909096
2023-09-22,415.72,421.15,412.31,416.1,47923631
2023-09-21,415.83,421.0,409.8,410.17,45073596
2023-09-20,436.0,439.03,422.23,422.39,36710769
2023-09-19,438.33,439.66,430.02,435.2,37306424
2023-09-18,427.48,442.42,420.0,439.66,50027079
2023-09-15,453.41,455.99,438.08,439.0,50683051
2023-09-14,459.5,459.87,451.31,455.81,37009720
2023-09-13,446.0,459.3,445.03,454.85,39835535
2023-09-12,447.38,456.73,445.31,448.7,34925634
2023-09-11,461.48,461.63,443.12,451.78,47396555
2023-09-08,459.42,466.06,452.71,455.72,47389994
