date,open,high,low,close,volume
2024-03-28,69.86,70.66,69.82,69.97,5822863
2024-03-27,68.47,69.72,68.47,69.66,5332191
2024-03-26,69.23,69.28,68.34,68.34,5288871
2024-03-25,69.4,69.64,68.7,69.14,3955322
2024-03-22,68.95,69.76,68.77,69.1,5731885
2024-03-21,69.46,69.46,68.14,68.76,5036699
2024-03-20,73.96,74.45,68.58,69.43,8887732
2024-03-19,68.1,68.81,67.83,68.63,6425987
2024-03-18,66.71,68.15,66.64,67.74,7284629
2024-03-15,65.31,66.85,65.18,66.76,7997229
2024-03-14,65.69,66.11,65.18,65.55,4996112
2024-03-13,66.13,66.36,65.77,66.03,4530210
2024-03-12,65.37,66.13,65.29,65.72,3080455
2024-03-11,65.5,66.46,65.47,65.66,3350673
2024-03-08,64.07,65.41,63.81,65.26,4421202
2024-03-07,65.24,65.35,63.64,64.28,3963854
2024-03-06,64.8,65.28,64.58,65.24,4287192
2024-03-05,64.56,65.19,64.31,64.47,4031669
2024-03-04,63.72,64.41,63.48,64.37,2996890
2024-03-01,64.2,64.39,63.43,63.94,3382460
2024-02-29,64.41,64.67,64.04,64.18,4187699
2024-02-28,64.44,64.51,63.89,64.3,2554131
2024-02-27,64.88,64.98,63.91,64.21,3120078
2024-02-26,65.28,65.56,64.99,65.0,3641509
2024-02-23,65.01,65.8,64.68,65.32,2248950
2024-02-22,64.98,65.18,63.71,65.07,3113539
2024-02-21,66.15,66.52,65.11,65.61,3738708
2024-02-20,64.69,66.0,64.25,65.78,5978436
2024-02-16,63.1,64.49,62.69,64.1,5854857
2024-02-15,62.66,63.43,62.55,63.29,3097501
2024-02-14,62.72,62.95,61.48,62.37,4176938
2024-02-13,63.26,63.72,62.39,62.93,3866004
2024-02-12,62.15,63.11,61.99,63.08,3399140
2024-02-09,63.8,63.92,62.09,62.34,4260351
2024-02-08,63.5,64.67,63.22,64.06,4001663
2024-02-07,65.01,65.16,63.63,63.71,3651204
2024-02-06,63.56,65.34,63.47,64.83,4652353
2024-02-05,64.55,64.75,63.52,63.53,3259485
2024-02-02,64.99,65.33,64.39,64.8,4384318
2024-02-01,64.64,65.48,63.93,64.83,3855563
2024-01-31,65.44,65.92,64.82,64.91,4579656
2024-01-30,64.38,65.39,64.3,65.35,3020897
2024-01-29,64.61,64.76,64.15,64.26,3226612
2024-01-26,64.78,64.88,64.39,64.51,2821308
2024-01-25,63.86,64.58,63.58,64.47,3071072
2024-01-24,64.65,64.68,63.6,63.64,3491525
2024-01-23,63.39,64.95,63.39,64.75,4433602
2024-01-22,63.03,63.45,62.49,63.18,4328404
2024-01-19,63.43,63.44,62.65,63.15,3765937
2024-01-18,62.72,63.33,62.39,63.31,3860609
2024-01-17,62.69,63.67,62.56,63.09,4829310
2024-01-16,63.59,63.94,62.74,62.83,4101941
2024-01-12,63.42,63.59,63.08,63.39,4299573
2024-01-11,63.07,63.43,62.62,63.06,5727140
2024-01-10,64.04,64.3,62.94,63.15,4566094
2024-01-09,64.04,64.73,63.56,64.38,4779259
2024-01-08,64.92,65.14,64.52,64.64,4030928
2024-01-05,65.7,65.9,64.32,64.99,4016224
2024-01-04,66.73,66.85,65.7,65.74,3888017
2024-01-03,67.12,67.68,66.64,66.73,5477853
2024-01-02,65.0,66.93,65.0,66.75,5264180
2023-12-29,64.9,65.47,64.72,65.14,3808725
2023-12-28,64.65,65.09,64.65,64.97,2370450
2023-12-27,64.63,64.82,64.26,64.74,2580984
2023-12-26,64.31,64.82,64.14,64.7,3140176
2023-12-22,64.35,65.02,64.17,64.51,3211106
2023-12-21,64.4,65.21,63.6,64.21,4637958
2023-12-20,63.95,65.5,63.9,64.33,7992601
2023-12-19,66.63,66.83,66.17,66.71,4827945
2023-12-18,65.32,66.61,65.08,66.34,5446028
2023-12-15,65.67,66.0,64.93,65.22,11833553
2023-12-14,68.07,68.24,66.29,66.32,6086258
2023-12-13,66.74,68.06,66.61,67.84,4381101
2023-12-12,66.33,66.75,65.9,66.74,3841520
2023-12-11,65.4,66.14,65.39,66.08,3429294
2023-12-08,66.43,66.52,65.46,65.47,2452661
2023-12-07,66.07,66.68,65.19,66.39,3658303
2023-12-06,64.52,66.24,64.45,65.89,3568239
2023-12-05,65.14,65.43,64.28,64.52,2986178
2023-12-04,64.06,65.22,64.06,64.95,3381841
2023-12-01,63.57,64.16,63.32,64.13,3349200
2023-11-30,62.6,63.79,62.4,63.66,6840100
2023-11-29,63.35,63.47,62.57,62.59,4511000
